Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
52280;2023;Ciudad de Madrid;7;Chamberí;74;Almagro;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19418
52362;2023;Ciudad de Madrid;7;Chamberí;75;Ríos Rosas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;27163
52446;2023;Ciudad de Madrid;7;Chamberí;76;Vallehermoso;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19853
52722;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3421
52806;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3410
52884;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;83;Peñagrande;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;44341
52973;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;84;Pilar;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;45610
53062;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;85;La Paz;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;32192
53151;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;86;Valverde;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;64757
53241;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;87;Mirasierra;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;35676
53327;2023;Ciudad de Madrid;8;Fuencarral-El Pardo;88;El Goloso;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19036
53595;2023;Ciudad de Madrid;9;Moncloa-Aravaca;91;Casa de Campo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;12767
53684;2023;Ciudad de Madrid;9;Moncloa-Aravaca;92;Argüelles;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24497
53769;2023;Ciudad de Madrid;9;Moncloa-Aravaca;93;Ciudad Universitaria;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;16364
53849;2023;Ciudad de Madrid;9;Moncloa-Aravaca;94;Valdezarza;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30484
53938;2023;Ciudad de Madrid;9;Moncloa-Aravaca;95;Valdemarín;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7156
54015;2023;Ciudad de Madrid;9;Moncloa-Aravaca;96;El Plantío;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3044
54095;2023;Ciudad de Madrid;9;Moncloa-Aravaca;97;Aravaca;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;27445
54375;2023;Ciudad de Madrid;10; Latina;101; Los Cármenes;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17903
54463;2023;Ciudad de Madrid;10; Latina;102; Puerta del Ángel;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;43292
54550;2023;Ciudad de Madrid;10; Latina;103; Lucero;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36749
54637;2023;Ciudad de Madrid;10; Latina;104; Aluche;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;66588
54725;2023;Ciudad de Madrid;10; Latina;105; Campamento;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19750
54807;2023;Ciudad de Madrid;10; Latina;106; Cuatro Vientos;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6122
54886;2023;Ciudad de Madrid;10; Latina;107;Águilas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;51268
55172;2023;Ciudad de Madrid;11; Carabanchel;111; Comillas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22721
55256;2023;Ciudad de Madrid;11; Carabanchel;112; Opañel;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;33883
55342;2023;Ciudad de Madrid;11; Carabanchel;113; San Isidro;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;40368
55433;2023;Ciudad de Madrid;11; Carabanchel;114; Vista Alegre;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;47727
55524;2023;Ciudad de Madrid;11; Carabanchel;115; Puerta Bonita;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36798
55609;2023;Ciudad de Madrid;11; Carabanchel;116; Buenavista;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;49151
55697;2023;Ciudad de Madrid;11; Carabanchel;117; Abrantes;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;31691
55972;2023;Ciudad de Madrid;12; Usera;121; Orcasitas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23085
56060;2023;Ciudad de Madrid;12; Usera;122; Orcasur;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;14390
56149;2023;Ciudad de Madrid;12; Usera;123; San Fermín;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23598
56236;2023;Ciudad de Madrid;12; Usera;124; Almendrales;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22834
56322;2023;Ciudad de Madrid;12; Usera;125; Moscardó;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26579
56409;2023;Ciudad de Madrid;12; Usera;126; Zofío;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;14382
56497;2023;Ciudad de Madrid;12; Usera;127; Pradolongo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17878
56776;2023;Ciudad de Madrid;13; Puente de Vallecas;131; Entrevías;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;35399
56869;2023;Ciudad de Madrid;13; Puente de Vallecas;132; San Diego;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;45104
56957;2023;Ciudad de Madrid;13; Puente de Vallecas;133; Palomeras Bajas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;40477
57046;2023;Ciudad de Madrid;13; Puente de Vallecas;134; Palomeras Sureste;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;43162
57139;2023;Ciudad de Madrid;13; Puente de Vallecas;135; Portazgo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;28741
57221;2023;Ciudad de Madrid;13; Puente de Vallecas;136; Numancia;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;48720
57501;2023;Ciudad de Madrid;14; Moratalaz;141; Pavones;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;8814
57590;2023;Ciudad de Madrid;14; Moratalaz;142; Horcajo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6339
57669;2023;Ciudad de Madrid;14; Moratalaz;143; Marroquina;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26120
57750;2023;Ciudad de Madrid;14; Moratalaz;144; Media Legua;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17323
57839;2023;Ciudad de Madrid;14; Moratalaz;145; Fontarrón;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17333
57924;2023;Ciudad de Madrid;14; Moratalaz;146; Vinateros;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;16885
58197;2023;Ciudad de Madrid;15; Ciudad Lineal;151; Ventas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;50218
58285;2023;Ciudad de Madrid;15; Ciudad Lineal;152; Pueblo Nuevo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;62840
58373;2023;Ciudad de Madrid;15; Ciudad Lineal;153; Quintana;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;25469
58454;2023;Ciudad de Madrid;15; Ciudad Lineal;154; Concepción;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;20941
58543;2023;Ciudad de Madrid;15; Ciudad Lineal;155; San Pascual;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18327
58629;2023;Ciudad de Madrid;15; Ciudad Lineal;156; San Juan Bautista;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;12445
58714;2023;Ciudad de Madrid;15; Ciudad Lineal;157; Colina;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6569
58790;2023;Ciudad de Madrid;15; Ciudad Lineal;158; Atalaya;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;1622
58866;2023;Ciudad de Madrid;15; Ciudad Lineal;159; Costillares;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;21914
59145;2023;Ciudad de Madrid;16; Hortaleza;161; Palomas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6922
59225;2023;Ciudad de Madrid;16; Hortaleza;162; Piovera;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15041
59306;2023;Ciudad de Madrid;16; Hortaleza;163; Canillas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;39786
59402;2023;Ciudad de Madrid;16; Hortaleza;164; Pinar del Rey;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;52031
59489;2023;Ciudad de Madrid;16; Hortaleza;165; Apóstol Santiago;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15435
59578;2023;Ciudad de Madrid;16; Hortaleza;166; Valdefuentes;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;69176
59854;2023;Ciudad de Madrid;17; Villaverde;171; Villaverde Alto, Casco Histórico de Villaverde;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;47817
59950;2023;Ciudad de Madrid;17; Villaverde;172; San Cristóbal;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17270
60035;2023;Ciudad de Madrid;17; Villaverde;173; Butarque;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;21316
60118;2023;Ciudad de Madrid;17; Villaverde;174; Los Rosales;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;37808
60210;2023;Ciudad de Madrid;17; Villaverde;175;Ángeles;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;34827
60487;2023;Ciudad de Madrid;18; Villa de Vallecas;181; Casco Histórico de Vallecas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;40417
60579;2023;Ciudad de Madrid;18; Villa de Vallecas;182; Santa Eugenia;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23876
60668;2023;Ciudad de Madrid;18; Villa de Vallecas;183; Ensanche de Vallecas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;53208
60945;2023;Ciudad de Madrid;19; Vicálvaro;191; Casco Histórico de Vicálvaro;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;35519
61042;2023;Ciudad de Madrid;19; Vicálvaro;192; Valdebernardo;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17471
61128;2023;Ciudad de Madrid;19; Vicálvaro;193; Valderrivas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17760
61206;2023;Ciudad de Madrid;19; Vicálvaro;194; El Cañaveral;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;13054
61474;2023;Ciudad de Madrid;20;San Blas-Canillejas;201; Simancas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;28765
61558;2023;Ciudad de Madrid;20;San Blas-Canillejas;202; Hellín;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;9555
61642;2023;Ciudad de Madrid;20;San Blas-Canillejas;203; Amposta;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;9126
61725;2023;Ciudad de Madrid;20;San Blas-Canillejas;204; Arcos;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;25354
61810;2023;Ciudad de Madrid;20;San Blas-Canillejas;205; Rosas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30751
61896;2023;Ciudad de Madrid;20;San Blas-Canillejas;206; Rejas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17399
61981;2023;Ciudad de Madrid;20;San Blas-Canillejas;207; Canillejas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;29067
62069;2023;Ciudad de Madrid;20;San Blas-Canillejas;208; El Salvador;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;11202
62334;2023;Ciudad de Madrid;21; Barajas;211; Alameda de Osuna;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19685
62422;2023;Ciudad de Madrid;21; Barajas;212; Aeropuerto;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;1902
62501;2023;Ciudad de Madrid;21; Barajas;213; Casco Histórico de Barajas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7384
62582;2023;Ciudad de Madrid;21; Barajas;214; Timón;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;12049
62663;2023;Ciudad de Madrid;21; Barajas;215; Corralejos;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7626
69960;2024;Ciudad de Madrid;1;Centro;11;Palacio;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24332
70057;2024;Ciudad de Madrid;1;Centro;12;Embajadores;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;48590
70149;2024;Ciudad de Madrid;1;Centro;13;Cortes;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;11171
70237;2024;Ciudad de Madrid;1;Centro;14;Justicia;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18739
70331;2024;Ciudad de Madrid;1;Centro;15;Universidad;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;34073
70423;2024;Ciudad de Madrid;1;Centro;16;Sol;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;8506
70751;2024;Ciudad de Madrid;2;Arganzuela;21;Imperial;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22668
70838;2024;Ciudad de Madrid;2;Arganzuela;22;Acacias;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36475
70926;2024;Ciudad de Madrid;2;Arganzuela;23;Chopera;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;20256
71016;2024;Ciudad de Madrid;2;Arganzuela;24;Legazpi;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19858
71103;2024;Ciudad de Madrid;2;Arganzuela;25;Delicias;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;29465
71188;2024;Ciudad de Madrid;2;Arganzuela;26;Palos de la Frontera;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;25790
71276;2024;Ciudad de Madrid;2;Arganzuela;27;Atocha;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;2047
71599;2024;Ciudad de Madrid;3;Retiro;31;Pacífico;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;33743
71689;2024;Ciudad de Madrid;3;Retiro;32;Adelfas;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19025
71780;2024;Ciudad de Madrid;3;Retiro;33;Estrella;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22774
71870;2024;Ciudad de Madrid;3;Retiro;34;Ibiza;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22010
71959;2024;Ciudad de Madrid;3;Retiro;35;Los Jerónimos;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6934
72046;2024;Ciudad de Madrid;3;Retiro;36;Niño Jesús;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15271
72372;2024;Ciudad de Madrid;4;Salamanca;41;Recoletos;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15845
72460;2024;Ciudad de Madrid;4;Salamanca;42;Goya;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30381
72544;2024;Ciudad de Madrid;4;Salamanca;43;Fuente del Berro;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;21449
72631;2024;Ciudad de Madrid;4;Salamanca;44;Guindalera;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;42905
72725;2024;Ciudad de Madrid;4;Salamanca;45;Lista;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;21506
72810;2024;Ciudad de Madrid;4;Salamanca;46;Castellana;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17692
73136;2024;Ciudad de Madrid;5;Chamartín;51;El Viso;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17545
73223;2024;Ciudad de Madrid;5;Chamartín;52;Prosperidad;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36961
73314;2024;Ciudad de Madrid;5;Chamartín;53;Ciudad Jardín;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18928
73405;2024;Ciudad de Madrid;5;Chamartín;54;Hispanoamérica;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;32014
73492;2024;Ciudad de Madrid;5;Chamartín;55;Nueva España;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;25043
73579;2024;Ciudad de Madrid;5;Chamartín;56;Castilla;2023;44927;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17620
73906;2024;Ciudad de Madrid;6;Tetuán;61;Bellas Vistas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30531
73997;2024;Ciudad de Madrid;6;Tetuán;62;Cuatro Caminos;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;35723
74089;2024;Ciudad de Madrid;6;Tetuán;63;Castillejos;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;21256
74175;2024;Ciudad de Madrid;6;Tetuán;64;Almenara;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24090
74269;2024;Ciudad de Madrid;6;Tetuán;65;Valdeacederas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;27798
74358;2024;Ciudad de Madrid;6;Tetuán;66;Berruguete;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26813
74684;2024;Ciudad de Madrid;7;Chamberí;71;Gaztambide;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23533
74772;2024;Ciudad de Madrid;7;Chamberí;72;Arapiles;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24931
74864;2024;Ciudad de Madrid;7;Chamberí;73;Trafalgar;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;25328
74953;2024;Ciudad de Madrid;7;Chamberí;74;Almagro;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19992
75040;2024;Ciudad de Madrid;7;Chamberí;75;Ríos Rosas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;27962
75129;2024;Ciudad de Madrid;7;Chamberí;76;Vallehermoso;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;20238
75455;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3460
75543;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3498
