Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
71186;2024;Ciudad de Madrid;2;Arganzuela;26;Palos de la Frontera;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;64,84
71274;2024;Ciudad de Madrid;2;Arganzuela;27;Atocha;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;73,57
71597;2024;Ciudad de Madrid;3;Retiro;31;Pacífico;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;75,83
71687;2024;Ciudad de Madrid;3;Retiro;32;Adelfas;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;64,08
71778;2024;Ciudad de Madrid;3;Retiro;33;Estrella;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;102,55
71868;2024;Ciudad de Madrid;3;Retiro;34;Ibiza;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;49,2
71957;2024;Ciudad de Madrid;3;Retiro;35;Los Jerónimos;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;190,64
72044;2024;Ciudad de Madrid;3;Retiro;36;Niño Jesús;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;64,33
72370;2024;Ciudad de Madrid;4;Salamanca;41;Recoletos;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;87,31
72458;2024;Ciudad de Madrid;4;Salamanca;42;Goya;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;77,03
72542;2024;Ciudad de Madrid;4;Salamanca;43;Fuente del Berro;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;85,26
72629;2024;Ciudad de Madrid;4;Salamanca;44;Guindalera;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;160,28
72723;2024;Ciudad de Madrid;4;Salamanca;45;Lista;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;52,02
72808;2024;Ciudad de Madrid;4;Salamanca;46;Castellana;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;77,34
73134;2024;Ciudad de Madrid;5;Chamartín;51;El Viso;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;170,92
73221;2024;Ciudad de Madrid;5;Chamartín;52;Prosperidad;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;104,01
73312;2024;Ciudad de Madrid;5;Chamartín;53;Ciudad Jardín;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;76,23
73403;2024;Ciudad de Madrid;5;Chamartín;54;Hispanoamérica;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;171,25
73490;2024;Ciudad de Madrid;5;Chamartín;55;Nueva España;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;179,01
73577;2024;Ciudad de Madrid;5;Chamartín;56;Castilla;2023;44927;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;216,13
73904;2024;Ciudad de Madrid;6;Tetuán;61;Bellas Vistas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;71,52
73995;2024;Ciudad de Madrid;6;Tetuán;62;Cuatro Caminos;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;118,5
74087;2024;Ciudad de Madrid;6;Tetuán;63;Castillejos;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;70,47
74173;2024;Ciudad de Madrid;6;Tetuán;64;Almenara;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;99,94
74267;2024;Ciudad de Madrid;6;Tetuán;65;Valdeacederas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;116,34
74356;2024;Ciudad de Madrid;6;Tetuán;66;Berruguete;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;60,71
74682;2024;Ciudad de Madrid;7;Chamberí;71;Gaztambide;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;50,65
74770;2024;Ciudad de Madrid;7;Chamberí;72;Arapiles;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;57,82
74862;2024;Ciudad de Madrid;7;Chamberí;73;Trafalgar;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;61,19
74951;2024;Ciudad de Madrid;7;Chamberí;74;Almagro;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;93,79
75038;2024;Ciudad de Madrid;7;Chamberí;75;Ríos Rosas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;97,54
75127;2024;Ciudad de Madrid;7;Chamberí;76;Vallehermoso;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;106,92
75453;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;81;El Pardo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;18758
75541;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;82;Fuentelarreina;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;138,26
75622;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;83;Peñagrande;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;288,73
75714;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;84;Pilar;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;136,32
75804;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;85;La Paz;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;215,48
75893;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;86;Valverde;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;898,12
75985;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;87;Mirasierra;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;699,28
76073;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;88;El Goloso;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;2649
76399;2024;Ciudad de Madrid;9;Moncloa-Aravaca;91;Casa de Campo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;1746
76489;2024;Ciudad de Madrid;9;Moncloa-Aravaca;92;Argüelles;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;75,75
76579;2024;Ciudad de Madrid;9;Moncloa-Aravaca;93;Ciudad Universitaria;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;1425
76661;2024;Ciudad de Madrid;9;Moncloa-Aravaca;94;Valdezarza;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;139,75
76753;2024;Ciudad de Madrid;9;Moncloa-Aravaca;95;Valdemarín;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;330,25
76834;2024;Ciudad de Madrid;9;Moncloa-Aravaca;96;El Plantío;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;352,82
76919;2024;Ciudad de Madrid;9;Moncloa-Aravaca;97;Aravaca;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;583,4
77249;2024;Ciudad de Madrid;10;Latina;101;Los Cármenes;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;129,2
77337;2024;Ciudad de Madrid;10;Latina;102;Puerta del Ángel;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;137,53
77428;2024;Ciudad de Madrid;10;Latina;103;Lucero;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;167,9
77518;2024;Ciudad de Madrid;10;Latina;104;Aluche;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;284,98
77610;2024;Ciudad de Madrid;10;Latina;105;Campamento;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;919,14
77696;2024;Ciudad de Madrid;10;Latina;106;Cuatro Vientos;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;543,01
77779;2024;Ciudad de Madrid;10;Latina;107;Águilas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;360,96
78110;2024;Ciudad de Madrid;11;Carabanchel;111;Comillas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;66,61
78199;2024;Ciudad de Madrid;11;Carabanchel;112;Opañel;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;110,73
78289;2024;Ciudad de Madrid;11;Carabanchel;113;San Isidro;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;189,93
78382;2024;Ciudad de Madrid;11;Carabanchel;114;Vista Alegre;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;158,92
78474;2024;Ciudad de Madrid;11;Carabanchel;115;Puerta Bonita;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;160,86
78564;2024;Ciudad de Madrid;11;Carabanchel;116;Buenavista;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;561,32
78654;2024;Ciudad de Madrid;11;Carabanchel;117;Abrantes;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;156,46
78981;2024;Ciudad de Madrid;12;Usera;121;Orcasitas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;135,64
79073;2024;Ciudad de Madrid;12;Usera;122;Orcasur;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;138,73
79164;2024;Ciudad de Madrid;12;Usera;123;San Fermín;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;147,54
79253;2024;Ciudad de Madrid;12;Usera;124;Almendrales;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;78,01
79343;2024;Ciudad de Madrid;12;Usera;125;Moscardó;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;90,88
79431;2024;Ciudad de Madrid;12;Usera;126;Zofío;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;77,4
79518;2024;Ciudad de Madrid;12;Usera;127;Pradolongo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;109,57
79847;2024;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;597,19
79941;2024;Ciudad de Madrid;13;Puente de Vallecas;132;San Diego;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;106,99
80034;2024;Ciudad de Madrid;13;Puente de Vallecas;133;Palomeras Bajas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;172,39
80124;2024;Ciudad de Madrid;13;Puente de Vallecas;134;Palomeras Sureste;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;310,86
80216;2024;Ciudad de Madrid;13;Puente de Vallecas;135;Portazgo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;124,53
80302;2024;Ciudad de Madrid;13;Puente de Vallecas;136;Numancia;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;184,91
80635;2024;Ciudad de Madrid;14;Moratalaz;141;Pavones;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;100,97
80723;2024;Ciudad de Madrid;14;Moratalaz;142;Horcajo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;74,59
80807;2024;Ciudad de Madrid;14;Moratalaz;143;Marroquina;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;179,01
80891;2024;Ciudad de Madrid;14;Moratalaz;144;Media Legua;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;99,9
80982;2024;Ciudad de Madrid;14;Moratalaz;145;Fontarrón;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;96,46
81071;2024;Ciudad de Madrid;14;Moratalaz;146;Vinateros;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;59,4
81399;2024;Ciudad de Madrid;15;Ciudad Lineal;151;Ventas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;319,8
81490;2024;Ciudad de Madrid;15;Ciudad Lineal;152;Pueblo Nuevo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;231,92
81583;2024;Ciudad de Madrid;15;Ciudad Lineal;153;Quintana;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;72,31
81669;2024;Ciudad de Madrid;15;Ciudad Lineal;154;Concepción;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;88,59
81757;2024;Ciudad de Madrid;15;Ciudad Lineal;155;San Pascual;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;105,27
81848;2024;Ciudad de Madrid;15;Ciudad Lineal;156;San Juan Bautista;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;101,08
81935;2024;Ciudad de Madrid;15;Ciudad Lineal;157;Colina;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;55,97
82016;2024;Ciudad de Madrid;15;Ciudad Lineal;158;Atalaya;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;24,89
82096;2024;Ciudad de Madrid;15;Ciudad Lineal;159;Costillares;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;142,72
82426;2024;Ciudad de Madrid;16;Hortaleza;161;Palomas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;106,88
82508;2024;Ciudad de Madrid;16;Hortaleza;162;Piovera;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;313,96
82593;2024;Ciudad de Madrid;16;Hortaleza;163;Canillas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;252,25
82690;2024;Ciudad de Madrid;16;Hortaleza;164;Pinar del Rey;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;266,48
82782;2024;Ciudad de Madrid;16;Hortaleza;165;Apóstol Santiago;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;120,51
82871;2024;Ciudad de Madrid;16;Hortaleza;166;Valdefuentes;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;1703
83199;2024;Ciudad de Madrid;17;Villaverde;171;Villaverde Alto, Casco Histórico de Villaverde;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;925,36
83296;2024;Ciudad de Madrid;17;Villaverde;172;San Cristóbal;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;108,25
83383;2024;Ciudad de Madrid;17;Villaverde;173;Butarque;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;637,55
83470;2024;Ciudad de Madrid;17;Villaverde;174;Los Rosales;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;154,07
83563;2024;Ciudad de Madrid;17;Villaverde;175;Ángeles;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;193,53
83891;2024;Ciudad de Madrid;18;Villa de Vallecas;181;Casco Histórico de Vallecas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;4305
83988;2024;Ciudad de Madrid;18;Villa de Vallecas;182;Santa Eugenia;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;208,02
84076;2024;Ciudad de Madrid;18;Villa de Vallecas;183;Ensanche de Vallecas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;634,11
84408;2024;Ciudad de Madrid;19;Vicálvaro;191;Casco Histórico de Vicálvaro;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;2149
84506;2024;Ciudad de Madrid;19;Vicálvaro;192;Valdebernardo;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;255,51
84594;2024;Ciudad de Madrid;19;Vicálvaro;193;Valderrivas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;64,32
84675;2024;Ciudad de Madrid;19;Vicálvaro;194;El Cañaveral;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;1057
84997;2024;Ciudad de Madrid;20;San Blas-Canillejas;201;Simancas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;227,63
85086;2024;Ciudad de Madrid;20;San Blas-Canillejas;202;Hellín;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;55,06
85171;2024;Ciudad de Madrid;20;San Blas-Canillejas;203;Amposta;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;37,02
85257;2024;Ciudad de Madrid;20;San Blas-Canillejas;204;Arcos;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;130,52
85346;2024;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;929,65
85435;2024;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;501,57
85522;2024;Ciudad de Madrid;20;San Blas-Canillejas;207;Canillejas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;159,77
85615;2024;Ciudad de Madrid;20;San Blas-Canillejas;208;El Salvador;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;188,01
85942;2024;Ciudad de Madrid;21;Barajas;211;Alameda de Osuna;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;203,13
86032;2024;Ciudad de Madrid;21;Barajas;212;Aeropuerto;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;2966
86115;2024;Ciudad de Madrid;21;Barajas;213;Casco Histórico de Barajas;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;54,94
86201;2024;Ciudad de Madrid;21;Barajas;214;Timón;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;479,84
86286;2024;Ciudad de Madrid;21;Barajas;215;Corralejos;2022;44562;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;467,25
